"protein","RNA","corr.coef","conf.level","conf.low","conf.high","statistic","p.value","method","n.obs","factor","fact_lvl"
"CD35","CD35 RNA (ENSG00000203710_CR1)",0.0141501928916782,0.95,-0.0133618467255003,0.0416408239802092,25614776493.2313,"0.299317118034102","Spearman correlation",5382,"cell_type","MkP"
"CD47","CD47 RNA (ENSG00000196776_CD47)",0.164070506825165,0.95,0.137182782263244,0.190716629867971,21719481991.46,"< 0.001","Spearman correlation",5382,"cell_type","MkP"
"CD49f","CD49f RNA (ENSG00000091409_ITGA6)",0.337361471228241,0.95,0.312756937851599,0.36151355549857,17216961131.3088,"< 0.001","Spearman correlation",5382,"cell_type","MkP"
"CD4","CD4 RNA (ENSG00000010610_CD4)",0.125268317789717,0.95,0.0980995039010492,0.152250541529604,22727657265.6495,"< 0.001","Spearman correlation",5382,"cell_type","MkP"
"CD62P","CD62P RNA (ENSG00000174175_SELP)",0.35714483083506,0.95,0.332908459851333,0.380909641793135,16702941317.1747,"< 0.001","Spearman correlation",5382,"cell_type","MkP"
"CD49d","CD49d RNA (ENSG00000115232_ITGA4)",-0.00141445863537694,0.95,-0.0289201722546305,0.0260933954124716,26019184007.6274,"0.917372804441492","Spearman correlation",5382,"cell_type","MkP"
"CD244","CD244 RNA (ENSG00000122223_CD244)",0.171770268645413,0.95,0.144948289776038,0.198339979411227,21519423446.3807,"< 0.001","Spearman correlation",5382,"cell_type","MkP"
"CD72","CD72 RNA (ENSG00000137101_CD72)",0.0727349672452278,0.95,0.0453187981488438,0.100041651834592,24092601522.8124,"< 0.001","Spearman correlation",5382,"cell_type","MkP"
"CD86","CD86 RNA (ENSG00000114013_CD86)",-0.00828216006967846,0.95,-0.0357808474432871,0.0192290594431964,26197623599.5342,"0.543541654124964","Spearman correlation",5382,"cell_type","MkP"
"CD39","CD39 RNA (ENSG00000138185_ENTPD1)",0.0229148181881965,0.95,-0.00459491687786628,0.0503898955456216,25387050204.2991,"0.0927804454598286","Spearman correlation",5382,"cell_type","MkP"
"CD95","CD95 RNA (ENSG00000026103_FAS)",0.0858142388966388,0.95,0.0584453590819058,0.113054215682831,23752770224.3433,"< 0.001","Spearman correlation",5382,"cell_type","MkP"
"CD142","CD142 RNA (ENSG00000117525_F3)",0.0210642619062267,0.95,-0.0064463119841626,0.0485429743850674,25435132158.7804,"0.122314510201828","Spearman correlation",5382,"cell_type","MkP"
"CD22","CD22 RNA (ENSG00000012124_CD22)",0.0132451813187916,0.95,-0.0142668553930589,0.0407371782423297,25638290895.7256,"0.331293664613802","Spearman correlation",5382,"cell_type","MkP"
"CD103","CD103 RNA (ENSG00000083457_ITGAE)",0.0372605778344282,0.95,0.00976374607532011,0.0647011031585636,25014312466.4467,"0.00626025177948623","Spearman correlation",5382,"cell_type","MkP"
"CD54","CD54 RNA (ENSG00000090339_ICAM1)",0.0677329997208514,0.95,0.0403012469839441,0.0950627252137539,24222564808.5375,"< 0.001","Spearman correlation",5382,"cell_type","MkP"
"CD40","CD40 RNA (ENSG00000101017_CD40)",0.178082125156049,0.95,0.151316506655192,0.20458680038482,21355426057.923,"< 0.001","Spearman correlation",5382,"cell_type","MkP"
"CD64","CD64 RNA (ENSG00000150337_FCGR1A)",0.0313784129428726,0.95,0.00387491864166356,0.0588344705036103,25167145421.2306,"0.0213341082595646","Spearman correlation",5382,"cell_type","MkP"
"CD11c","CD11c RNA (ENSG00000140678_ITGAX)",0.0159991421434479,0.95,-0.0115127632851302,0.0434868430249484,25566736293.3043,"0.240581977123384","Spearman correlation",5382,"cell_type","MkP"
"CD105","CD105 RNA (ENSG00000106991_ENG)",0.00543473584301611,0.95,-0.0220754030866942,0.0329366508885898,25841225271.4611,"0.690177606467165","Spearman correlation",5382,"cell_type","MkP"
"CD155","CD155 RNA (ENSG00000073008_PVR)",0.060035692057474,0.95,0.0325826599802722,0.0873982021810459,24422559588.6505,"< 0.001","Spearman correlation",5382,"cell_type","MkP"
"CD7","CD7 RNA (ENSG00000173762_CD7)",0.129691887710407,0.95,0.102550890352539,0.156639927089372,22612722156.8696,"< 0.001","Spearman correlation",5382,"cell_type","MkP"
"CD223","CD223 RNA (ENSG00000089692_LAG3)",0.0341683382396438,0.95,0.0066677662015502,0.0616172652781778,25094656374.3247,"0.0121825746679976","Spearman correlation",5382,"cell_type","MkP"
"CD101","CD101 RNA (ENSG00000134256_CD101)",0.000561742601250604,0.95,-0.026945512579087,0.0280681477235368,25967837491.5385,"0.967135611459132","Spearman correlation",5382,"cell_type","MkP"
"CD42b","CD42b RNA (ENSG00000185245_GP1BA)",0.288121654064289,0.95,0.262696770128875,0.313146706318255,18496331378.3058,"< 0.001","Spearman correlation",5382,"cell_type","MkP"
"CD304","CD304 RNA (ENSG00000099250_NRP1)",-0.0153419681818383,0.95,-0.0428307320501231,0.0121700064956513,26381054590.3141,"0.260451750218867","Spearman correlation",5382,"cell_type","MkP"
"CD127","CD127 RNA (ENSG00000168685_IL7R)",0.0142545802138158,0.95,-0.0132574568389933,0.0417450508691314,25612064256.635,"0.295765901517833","Spearman correlation",5382,"cell_type","MkP"
"CD124","CD124 RNA (ENSG00000077238_IL4R)",0.139316549304265,0.95,0.112239831231889,0.166186535091031,22362650032.5236,"< 0.001","Spearman correlation",5382,"cell_type","MkP"
"CD192","CD192 RNA (ENSG00000121807_CCR2)",-0.00144049861272573,0.95,-0.0289461904861767,0.0260673730941368,26019860589.5923,"0.915857248763758","Spearman correlation",5382,"cell_type","MkP"
"CD115","CD115 RNA (ENSG00000182578_CSF1R)",-0.0361351475058768,0.95,-0.0635787913212483,-0.00863689343959142,26921311977.5232,"0.00802061181437093","Spearman correlation",5382,"cell_type","MkP"
"CD56","CD56 RNA (ENSG00000149294_NCAM1)",0.0142696182012997,0.95,-0.0132424184326669,0.0417600656953788,25611673533.1338,"0.295256648400662","Spearman correlation",5382,"cell_type","MkP"
"CD58","CD58 RNA (ENSG00000116815_CD58)",0.0536607327522327,0.95,0.0261925551113707,0.0810479418057164,24588196541.2368,"< 0.001","Spearman correlation",5382,"cell_type","MkP"
"CD69","CD69 RNA (ENSG00000110848_CD69)",0.066920899726786,0.95,0.0394867474119069,0.094254237010567,24243665142.1666,"< 0.001","Spearman correlation",5382,"cell_type","MkP"
"CD93","CD93 RNA (ENSG00000125810_CD93)",0.0133983963930588,0.95,-0.0141136439802288,0.0408901652483096,25634309995.3344,"0.325730251459507","Spearman correlation",5382,"cell_type","MkP"
"CD29","CD29 RNA (ENSG00000150093_ITGB1)",0.125102117140724,0.95,0.0979322793278779,0.152085604492835,22731975562.865,"< 0.001","Spearman correlation",5382,"cell_type","MkP"
"CD134","CD134 RNA (ENSG00000186827_TNFRSF4)",0.0367818492551368,0.95,0.00928440394844806,0.0642237095875385,25026750999.6503,"0.00696149476789156","Spearman correlation",5382,"cell_type","MkP"
"CD119","CD119 RNA (ENSG00000027697_IFNGR1)",0.0219288372898739,0.95,-0.00558136817695964,0.04940587483702,25412668386.861,"0.107711355861536","Spearman correlation",5382,"cell_type","MkP"
"CD25","CD25 RNA (ENSG00000134460_IL2RA)",0.0167969978599238,0.95,-0.0107147915446536,0.0442833763337927,25546006060.6624,"0.217925185603152","Spearman correlation",5382,"cell_type","MkP"
"CD14","CD14 RNA (ENSG00000170458_CD14)",0.0133842120769578,0.95,-0.0141278280116257,0.0408760021004156,25634678538.3762,"0.326242734303364","Spearman correlation",5382,"cell_type","MkP"
"CD45RO","CD45RO RNA (ENSG00000081237_PTPRC)",0.00931618666022894,0.95,-0.018195314874802,0.0368135916764066,25740375735.9279,"0.49441019568048","Spearman correlation",5382,"cell_type","MkP"
"HLA-E","HLA-E RNA (ENSG00000204592_HLA-E)",0.0354122206026443,0.95,0.00791308974655536,0.0628578309816442,25062337284.254,"0.00937338696007982","Spearman correlation",5382,"cell_type","MkP"
"CD352","CD352 RNA (ENSG00000162739_SLAMF6)",0.0394060870155655,0.95,0.0119121602207416,0.0668404749840278,24958566918.0449,"0.00383571872589805","Spearman correlation",5382,"cell_type","MkP"
"CD141","CD141 RNA (ENSG00000178726_THBD)",0.0451708672841292,0.95,0.017686003456114,0.0725875155569964,24808783901.355,"< 0.001","Spearman correlation",5382,"cell_type","MkP"
"CD79b","CD79b RNA (ENSG00000007312_CD79B)",0.0261955084471491,0.95,-0.001312275945328,0.0536636796054062,25301809889.6785,"0.0546509128736151","Spearman correlation",5382,"cell_type","MkP"
"CD2","CD2 RNA (ENSG00000116824_CD2)",0.0389669792425274,0.95,0.011472437246301,0.0664026438344468,24969976006.3074,"0.00424815568056491","Spearman correlation",5382,"cell_type","MkP"
"CD226","CD226 RNA (ENSG00000150637_CD226)",0.143268441539901,0.95,0.11621960814451,0.17010492035979,22259970257.5606,"< 0.001","Spearman correlation",5382,"cell_type","MkP"
"CD328","CD328 RNA (ENSG00000168995_SIGLEC7)",-0.0133100796747379,0.95,-0.0408019801511993,0.014201958745725,26328261183.4551,"0.328929675124393","Spearman correlation",5382,"cell_type","MkP"
"CD20","CD20 RNA (ENSG00000156738_MS4A1)",0.0122195329025634,0.95,-0.0152924460300965,0.0397130233571354,25664939736.911,"0.370105365214662","Spearman correlation",5382,"cell_type","MkP"
"CD107a","CD107a RNA (ENSG00000185896_LAMP1)",0.0105674342337106,0.95,-0.0169443299130241,0.0380632089700036,25707865279.7699,"0.43828595081625","Spearman correlation",5382,"cell_type","MkP"
"CD11b","CD11b RNA (ENSG00000169896_ITGAM)",0.000799737577245698,0.95,-0.0267076887698974,0.0283059537203827,25961653803.0368,"0.953225451185263","Spearman correlation",5382,"cell_type","MkP"
"CD49a","CD49a RNA (ENSG00000213949_ITGA1)",0.029233663705053,0.95,0.0017282145821136,0.0566949126947267,25222871224.4561,"0.0319845561523644","Spearman correlation",5382,"cell_type","MkP"
"CD278","CD278 RNA (ENSG00000163600_ICOS)",0.0157783455059553,0.95,-0.0117335858405333,0.0432664061735386,25572473127.1294,"0.247135122231213","Spearman correlation",5382,"cell_type","MkP"
"CD83","CD83 RNA (ENSG00000112149_CD83)",0.00644855802944081,0.95,-0.0210620167640903,0.0339493749327689,25814883704.4984,"0.636231094262591","Spearman correlation",5382,"cell_type","MkP"
"CD195","CD195 RNA (ENSG00000160791_CCR5)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",5382,"cell_type","MkP"
"CD274","CD274 RNA (ENSG00000120217_CD274)",0.0690100533674573,0.95,0.0415821477889427,0.096334026279395,24189383847.8153,"< 0.001","Spearman correlation",5382,"cell_type","MkP"
"CD270","CD270 RNA (ENSG00000157873_TNFRSF14)",0.00645201629399053,0.95,-0.0210585598895771,0.0339528293547808,25814793850.3717,"0.636050135444656","Spearman correlation",5382,"cell_type","MkP"
"CD335","CD335 RNA (ENSG00000189430_NCR1)",0.00978627614492479,0.95,-0.0177253341539369,0.0372830787554858,25728161667.4202,"0.472885334490888","Spearman correlation",5382,"cell_type","MkP"
"CD154","CD154 RNA (ENSG00000102245_CD40LG)",0.0169468544347802,0.95,-0.0105649092687507,0.0444329806303002,25542112422.2569,"0.21384662035697","Spearman correlation",5382,"cell_type","MkP"
"CD172a","CD172a RNA (ENSG00000198053_SIRPA)",0.0263709678130367,0.95,-0.00113669555006888,0.053838752977467,25297251028.4722,"0.0530495922082423","Spearman correlation",5382,"cell_type","MkP"
"CD27","CD27 RNA (ENSG00000139193_CD27)",0.0146329234727989,0.95,-0.0128790992597278,0.0421228076370766,25602233978.2836,"0.283131902508984","Spearman correlation",5382,"cell_type","MkP"
"CD122","CD122 RNA (ENSG00000100385_IL2RB)",0.00157050273388789,0.95,-0.0259374565776265,0.0290760854842845,25941627449.0488,"0.908295545801008","Spearman correlation",5382,"cell_type","MkP"
"IgD","IgD RNA (ENSG00000211898_IGHD)",-0.00979471100114009,0.95,-0.0372915026918318,0.0177169011382508,26236923352.6656,"0.472503879241927","Spearman correlation",5382,"cell_type","MkP"
"CD163","CD163 RNA (ENSG00000177575_CD163)",-0.0187161545543894,0.95,-0.0461992089984731,0.00879521224119534,26468724161.4357,"0.16979649583666","Spearman correlation",5382,"cell_type","MkP"
"CD268","CD268 RNA (ENSG00000159958_TNFRSF13C)",0.0177227080363534,0.95,-0.00978890283608556,0.045207508396259,25521953858.0898,"0.193609387142068","Spearman correlation",5382,"cell_type","MkP"
"CD161","CD161 RNA (ENSG00000111796_KLRB1)",-0.0168774811539982,0.95,-0.0443637242902833,0.0106342946010275,26420950953.128,"0.215727819636354","Spearman correlation",5382,"cell_type","MkP"
"CD146","CD146 RNA (ENSG00000076706_MCAM)",0.0121919729991847,0.95,-0.015320003582262,0.0396855027890069,25665655810.2521,"0.371185788050631","Spearman correlation",5382,"cell_type","MkP"
"CD21","CD21 RNA (ENSG00000117322_CR2)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",5382,"cell_type","MkP"
"CD19","CD19 RNA (ENSG00000177455_CD19)",0.00258785778007081,0.95,-0.0249207549982995,0.0300925545027432,25915194089.7943,"0.84946041687977","Spearman correlation",5382,"cell_type","MkP"
"CD303","CD303 RNA (ENSG00000198178_CLEC4C)",-0.00265325659692106,0.95,-0.0301578944169709,0.0248553962417034,26051370992.5782,"0.845703248121207","Spearman correlation",5382,"cell_type","MkP"
"CD94","CD94 RNA (ENSG00000134539_KLRD1)",0.0249805622984165,0.95,-0.00252801361616644,0.0524513598896633,25333377146.5027,"0.0668788741559074","Spearman correlation",5382,"cell_type","MkP"
"CD23","CD23 RNA (ENSG00000104921_FCER2)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",5382,"cell_type","MkP"
"CD85j","CD85j RNA (ENSG00000104972_LILRB1)",-0.000375965738691851,0.95,-0.0278825162127124,0.0271311536662912,25992201435.5899,"0.978000932749075","Spearman correlation",5382,"cell_type","MkP"
"CD185","CD185 RNA (ENSG00000160683_CXCR5)",0.0018797648826527,0.95,-0.0256283990939952,0.0293850843106914,25933592066.0104,"0.89034188167425","Spearman correlation",5382,"cell_type","MkP"
"CD3","CD3 RNA (ENSG00000167286_CD3D)",0.0148138573810614,0.95,-0.0126981557184038,0.0423034582915417,25597532875.1472,"0.277221098176226","Spearman correlation",5382,"cell_type","MkP"
"CD319","CD319 RNA (ENSG00000026751_SLAMF7)",0.0032210655585758,0.95,-0.024287925208587,0.0307251820912004,25898741811.1579,"0.813238754618988","Spearman correlation",5382,"cell_type","MkP"
"CX3CR1","CX3CR1 RNA (ENSG00000168329_CX3CR1)",-0.0156515593661518,0.95,-0.0431398254208856,0.0118603856500995,26389098522.4966,"0.250954069915023","Spearman correlation",5382,"cell_type","MkP"
"CD194","CD194 RNA (ENSG00000183813_CCR4)",0.00237768553556144,0.95,-0.0251307969088763,0.0298825699620668,25920654876.0413,"0.861557581528152","Spearman correlation",5382,"cell_type","MkP"
"CD1d","CD1d RNA (ENSG00000158473_CD1D)",-0.015008622347446,0.95,-0.0424979163426953,0.0125033783688858,26372393454.5292,"0.270953009089427","Spearman correlation",5382,"cell_type","MkP"
"CD137","CD137 RNA (ENSG00000049249_TNFRSF9)",-0.00815576747212965,0.95,-0.0356546075641846,0.0193554135340264,26194339612.3454,"0.54970961076137","Spearman correlation",5382,"cell_type","MkP"
"CD24","CD24 RNA (ENSG00000272398_CD24)",-0.0331439051657194,0.95,-0.060595500039041,-0.00564221025419862,26843592224.0397,"0.0150318737585879","Spearman correlation",5382,"cell_type","MkP"
"CD45RA","CD45RA RNA (ENSG00000081237_PTPRC)",0.0708630725743614,0.95,0.0434409096011108,0.0981785399122491,24141237900.5521,"< 0.001","Spearman correlation",5382,"cell_type","MkP"
"CD88","CD88 RNA (ENSG00000197405_C5AR1)",-0.00152279679307053,0.95,-0.0290284196948511,0.0259851304792178,26021998896.5435,"0.911069438736884","Spearman correlation",5382,"cell_type","MkP"
"IgM","IgM RNA (ENSG00000211899_IGHM)",-0.0197924454042139,0.95,-0.0472735472047554,0.00771859563698611,26496688816.2555,"0.146551495857713","Spearman correlation",5382,"cell_type","MkP"
"CD48","CD48 RNA (ENSG00000117091_CD48)",0.506497735407836,0.95,0.37734588256925,0.616323091739823,336884.385901195,"< 0.001","Spearman correlation",160,"cell_type","BP"
"CD62L","CD62L RNA (ENSG00000188404_SELL)",0.466435178394058,0.95,0.331451568580915,0.582706574844828,364232.68982108,"< 0.001","Spearman correlation",160,"cell_type","BP"
"CD71","CD71 RNA (ENSG00000072274_TFRC)",0.28763484752648,0.95,0.134126299464228,0.427662394238954,486288.947684524,"< 0.001","Spearman correlation",160,"cell_type","BP"
"CD36","CD36 RNA (ENSG00000135218_CD36)",0.30845722982992,0.95,0.156496353591944,0.446152292912294,472074.756628903,"< 0.001","Spearman correlation",160,"cell_type","BP"
"CD32","CD32 RNA (ENSG00000143226_FCGR2A)",0.335133341721472,0.95,0.185384866505996,0.469669672993685,453864.575607255,"< 0.001","Spearman correlation",160,"cell_type","BP"
"CD9","CD9 RNA (ENSG00000010278_CD9)",0.378661656927637,0.95,0.233085628430078,0.507638150945688,424150.406514918,"< 0.001","Spearman correlation",160,"cell_type","BP"
"FceRIa","FceRIa RNA (ENSG00000179639_FCER1A)",0.222524027457674,0.95,0.0651711000164437,0.369079083275798,530736.197896294,"0.00468089764837538","Spearman correlation",160,"cell_type","BP"
"CD41","CD41 RNA (ENSG00000005961_ITGA2B)",0.263448513798001,0.95,0.108337193762868,0.406037253834448,502799.506540932,"< 0.001","Spearman correlation",160,"cell_type","BP"
"HLA-A-B-C","HLA-A-B-C RNA (ENSG00000206503_HLA-A)",0.317652987382669,0.95,0.16642548781402,0.45428071078515,465797.364693095,"< 0.001","Spearman correlation",160,"cell_type","BP"
"CD38","CD38 RNA (ENSG00000004468_CD38)",0.246096464683257,0.95,0.0899629954512592,0.390423678756261,514644.709348621,"0.00170754918881095","Spearman correlation",160,"cell_type","BP"
"CD52","CD52 RNA (ENSG00000169442_CD52)",0.336708171297187,0.95,0.187098435564136,0.471052083154764,452789.533945688,"< 0.001","Spearman correlation",160,"cell_type","BP"
"CD82","CD82 RNA (ENSG00000085117_CD82)",0.172707180120059,0.95,0.013408469471523,0.32345605281636,564743.170562843,"0.0289695041436613","Spearman correlation",160,"cell_type","BP"
"HLA-DR","HLA-DR RNA (ENSG00000204287_HLA-DRA)",0.141108464516205,0.95,-0.0189878026501575,0.294149567805525,586313.717782657,"0.0751057322588474","Spearman correlation",160,"cell_type","BP"
"CD13","CD13 RNA (ENSG00000166825_ANPEP)",0.253401889742724,0.95,0.0976858254234617,0.397007319667208,509657.733986027,"0.00122449139865792","Spearman correlation",160,"cell_type","BP"
"CD44","CD44 RNA (ENSG00000026508_CD44)",0.335160064782676,0.95,0.185413936224112,0.469693136420832,453846.333376754,"< 0.001","Spearman correlation",160,"cell_type","BP"
"CD11a","CD11a RNA (ENSG00000005844_ITGAL)",0.318834191848567,0.95,0.167703121800308,0.455323168231144,464991.027276494,"< 0.001","Spearman correlation",160,"cell_type","BP"
"CD31","CD31 RNA (ENSG00000261371_PECAM1)",0.143575819108018,0.95,-0.0164702139302279,0.296448341310459,584629.402844102,"0.0701001758954274","Spearman correlation",160,"cell_type","BP"
"CD123","CD123 RNA (ENSG00000185291_IL3RA)",-0.00793067046673235,0.95,-0.167387172904111,0.151930176488948,688053.79288741,"0.920716722434936","Spearman correlation",160,"cell_type","BP"
"CD63","CD63 RNA (ENSG00000135404_CD63)",0.212163570657165,0.95,0.0543357791980839,0.359648635446743,537808.660126593,"0.00707333269126638","Spearman correlation",160,"cell_type","BP"
"CD33","CD33 RNA (ENSG00000105383_CD33)",0.155449745365044,0.95,-0.00432609116504713,0.307486267680863,576523.785824006,"0.0496656402429812","Spearman correlation",160,"cell_type","BP"
"CD45","CD45 RNA (ENSG00000081237_PTPRC)",0.185428430162297,0.95,0.0265459158842555,0.335173388605735,556059.13643401,"0.0188993574112326","Spearman correlation",160,"cell_type","BP"
"CD81","CD81 RNA (ENSG00000110651_CD81)",0.161212126517621,0.95,0.00158444991483511,0.312828234914183,572590.153954011,"0.0416959501580123","Spearman correlation",160,"cell_type","BP"
"CD162","CD162 RNA (ENSG00000110876_SELPLG)",0.135837880956352,0.95,-0.024358900989673,0.289233156791359,589911.628943956,"0.0867670107595363","Spearman correlation",160,"cell_type","BP"
"KLRG1","KLRG1 RNA (ENSG00000139187_KLRG1)",0.164332395536987,0.95,0.0047896074910655,0.315716856552783,570460.133510631,"0.0378478289157329","Spearman correlation",160,"cell_type","BP"
"CD112","CD112 RNA (ENSG00000130202_NECTIN2)",0.289730712838293,0.95,0.136370885768458,0.429528803385511,484858.226188068,"< 0.001","Spearman correlation",160,"cell_type","BP"
"integrinB7","integrinB7 RNA (ENSG00000139626_ITGB7)",0.277887688693953,0.95,0.123708145571616,0.418966641969488,492942.74818996,"< 0.001","Spearman correlation",160,"cell_type","BP"
"CD18","CD18 RNA (ENSG00000160255_ITGB2)",0.0346651146308448,0.95,-0.125699081545293,0.193263874604952,658976.2061484,"0.663434912918847","Spearman correlation",160,"cell_type","BP"
"CD49b","CD49b RNA (ENSG00000164171_ITGA2)",0.184858295939987,0.95,0.0259559517163144,0.334649236921368,556448.332859528,"0.0192752175527116","Spearman correlation",160,"cell_type","BP"
"CD26","CD26 RNA (ENSG00000197635_DPP4)",0.0136637989225042,0.95,-0.146323893783816,0.172954928127953,673312.544303542,"0.863840256811976","Spearman correlation",160,"cell_type","BP"
"CD224","CD224 RNA (ENSG00000100031_GGT1)",0.124485442458542,0.95,-0.0358965120623709,0.27861602038472,597661.257560101,"0.116789921189634","Spearman correlation",160,"cell_type","BP"
"CD35","CD35 RNA (ENSG00000203710_CR1)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",160,"cell_type","BP"
"CD47","CD47 RNA (ENSG00000196776_CD47)",0.169907244606183,0.95,0.0105242952822749,0.320870855393549,566654.518542035,"0.0317163493054989","Spearman correlation",160,"cell_type","BP"
"CD49f","CD49f RNA (ENSG00000091409_ITGA6)",0.215866024159319,0.95,0.0582036686436401,0.363022200588378,535281.217267882,"0.00611587073928922","Spearman correlation",160,"cell_type","BP"
"CD4","CD4 RNA (ENSG00000010610_CD4)",0.30056806572799,0.95,0.148002424558793,0.439160661900247,477460.215611445,"< 0.001","Spearman correlation",160,"cell_type","BP"
"CD62P","CD62P RNA (ENSG00000174175_SELP)",-0.017154206017981,0.95,-0.176339675296502,0.142905671693293,694350.147196115,"0.829533454589582","Spearman correlation",160,"cell_type","BP"
"CD49d","CD49d RNA (ENSG00000115232_ITGA4)",0.235771584683777,0.95,0.0790801171973467,0.381093665728735,521692.885431467,"0.00268788256697373","Spearman correlation",160,"cell_type","BP"
"CD244","CD244 RNA (ENSG00000122223_CD244)",0.331864101696966,0.95,0.181830517956451,0.466797774771212,456096.289617583,"< 0.001","Spearman correlation",160,"cell_type","BP"
"CD72","CD72 RNA (ENSG00000137101_CD72)",0.331085377020547,0.95,0.180984458903847,0.466113275961102,456627.878230694,"< 0.001","Spearman correlation",160,"cell_type","BP"
"CD86","CD86 RNA (ENSG00000114013_CD86)",0.171321060993073,0.95,0.0119803162717602,0.322176521843599,565689.390923688,"0.0303028814392076","Spearman correlation",160,"cell_type","BP"
"CD39","CD39 RNA (ENSG00000138185_ENTPD1)",0.362999873330801,0.95,0.215841506302297,0.494034289266566,434841.766469462,"< 0.001","Spearman correlation",160,"cell_type","BP"
"CD95","CD95 RNA (ENSG00000026103_FAS)",0.0532839939616212,0.95,-0.1072973285104,0.211155987805943,646266.214362039,"0.503376750967514","Spearman correlation",160,"cell_type","BP"
"CD142","CD142 RNA (ENSG00000117525_F3)",-0.00914218524007107,0.95,-0.168564589488692,0.150746323102357,688880.821332282,"0.908654218373214","Spearman correlation",160,"cell_type","BP"
"CD22","CD22 RNA (ENSG00000012124_CD22)",0.26277129554912,0.95,0.1076180900475,0.405429442079736,503261.802806349,"< 0.001","Spearman correlation",160,"cell_type","BP"
"CD103","CD103 RNA (ENSG00000083457_ITGAE)",0.0785526010658061,0.95,-0.0821461679304899,0.235270215408359,629016.852408438,"0.323467909307004","Spearman correlation",160,"cell_type","BP"
"CD54","CD54 RNA (ENSG00000090339_ICAM1)",0.0433939409100639,0.95,-0.117085765774586,0.201665136144844,653017.560177154,"0.585858216120555","Spearman correlation",160,"cell_type","BP"
"CD40","CD40 RNA (ENSG00000101017_CD40)",0.268761719647023,0.95,0.113984655865392,0.4108015483351,499172.499700156,"< 0.001","Spearman correlation",160,"cell_type","BP"
"CD64","CD64 RNA (ENSG00000150337_FCGR1A)",0.0832764684033002,0.95,-0.0774214365723341,0.239756970860301,625792.151609171,"0.295130121739426","Spearman correlation",160,"cell_type","BP"
"CD11c","CD11c RNA (ENSG00000140678_ITGAX)",0.134904496123537,0.95,-0.0253091233470416,0.288361649255522,590548.794766229,"0.0889756130555299","Spearman correlation",160,"cell_type","BP"
"CD105","CD105 RNA (ENSG00000106991_ENG)",0.100249655195636,0.95,-0.0603853770358982,0.2558232285556,614205.575377251,"0.207198473316454","Spearman correlation",160,"cell_type","BP"
"CD155","CD155 RNA (ENSG00000073008_PVR)",0.113276022122759,0.95,-0.0472469765510497,0.26809554419567,605313.25625812,"0.153810300573485","Spearman correlation",160,"cell_type","BP"
"CD7","CD7 RNA (ENSG00000173762_CD7)",0.10240020441001,0.95,-0.0582201611843268,0.257852751627843,612737.524461551,"0.197570042328999","Spearman correlation",160,"cell_type","BP"
"CD223","CD223 RNA (ENSG00000089692_LAG3)",0.0599854353345256,0.95,-0.100647000836898,0.217570057841615,641691.542423239,"0.451154304381721","Spearman correlation",160,"cell_type","BP"
"CD101","CD101 RNA (ENSG00000134256_CD101)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",160,"cell_type","BP"
"CD42b","CD42b RNA (ENSG00000185245_GP1BA)",0.106197024598412,0.95,-0.05439375418176,0.261432552874979,610145.66312814,"0.181370143076944","Spearman correlation",160,"cell_type","BP"
"CD304","CD304 RNA (ENSG00000099250_NRP1)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",160,"cell_type","BP"
"CD127","CD127 RNA (ENSG00000168685_IL7R)",0.153816485489959,0.95,-0.00599931670105497,0.305970422711668,577638.714345135,"0.0521420292445819","Spearman correlation",160,"cell_type","BP"
"CD124","CD124 RNA (ENSG00000077238_IL4R)",0.0739822652978645,0.95,-0.08671047496937,0.230922918399945,632136.746417066,"0.352501925141632","Spearman correlation",160,"cell_type","BP"
"CD192","CD192 RNA (ENSG00000121807_CCR2)",NA,0.95,NA,NA,NA,NA,"Spearman correlation",160,"cell_type","BP"
"CD115","CD115 RNA (ENSG00000182578_CSF1R)",0.25173073446797,0.95,0.0959175306804015,0.395502578905689,510798.531422785,"0.00132239597902379","Spearman correlation",160,"cell_type","BP"
"CD56","CD56 RNA (ENSG00000149294_NCAM1)",0.133070645386717,0.95,-0.0271752125088714,0.286648629990096,591800.654633212,"0.0934454501512407","Spearman correlation",160,"cell_type","BP"
"CD58","CD58 RNA (ENSG00000116815_CD58)",0.216853295608241,0.95,0.0592358541354559,0.363921121812112,534607.266285991,"0.00588091675918521","Spearman correlation",160,"cell_type","BP"
"CD69","CD69 RNA (ENSG00000110848_CD69)",0.0873683859972399,0.95,-0.0733229281958887,0.243638101514429,622998.844982844,"0.271955882010182","Spearman correlation",160,"cell_type","BP"
"CD93","CD93 RNA (ENSG00000125810_CD93)",0.00328184188918386,0.95,-0.156468609825346,0.162864960691081,680399.683452767,"0.967146814538543","Spearman correlation",160,"cell_type","BP"
"CD29","CD29 RNA (ENSG00000150093_ITGB1)",0.0130493517904285,0.95,-0.146925238339913,0.172358691528864,673731.990493782,"0.869907915594477","Spearman correlation",160,"cell_type","BP"
